tweet,label,index,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
i am slightly allergic to celery but i bought a 2.5 pound bag so i gotta eat it. taste good tho,0.0,258,1,21,5.14,1,84.92,88.66,10.5,9.52,85.71,71.43,47.62,19.05,14.29,14.29,0,0,0,0,4.76,4.76,4.76,4.76,4.76,4.76,9.52,14.29,0,19.05,0,4.76,0,0,0,0,23.81,0,9.52,0,0,0,0,0,9.52,0,4.76,4.76,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,4.76,0,14.29,4.76,4.76,0,0,0,0,9.52,0,4.76,0,4.76,0,0,0,0,0,0,9.52,4.76,0,0,0,0,0,0,0,4.76,4.76,4.76,9.52,9.52,0,0,0,9.52,9.52,0,0,0,0,0,0
you ever sneeze and are like I am absolutely sneezing for my life right now,0.0,248,1,15,1.16,40.06,93.95,,15,13.33,100,73.33,73.33,20,20,13.33,0,6.67,0,0,0,6.67,0,0,13.33,13.33,20,6.67,0,13.33,0,0,0,0,0,0,33.33,6.67,6.67,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,13.33,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,0,0,0,0,0,0,0,13.33,0,20,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0
Been looking forward to today all weekend.  Mondays are the best.  I feel fresh and ready to start the week.  SAID NO ONE EVER!!,1.0,159,1,24,62.1,6.61,99,83,6,16.67,100,75,45.83,8.33,4.17,4.17,0,0,0,0,4.17,12.5,8.33,0,8.33,8.33,4.17,4.17,4.17,25,8.33,8.33,4.17,0,4.17,0,50,16.67,4.17,4.17,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.83,12.5,0,0,4.17,4.17,0,4.17,25,8.33,12.5,8.33,0,0,0,0,0,20.83,12.5,0,0,8.33,0,0,0
Who's ready for monsoon storms allllll weekend?!?!,1.0,80,1,7,56.86,97.11,97.09,99,7,42.86,57.14,42.86,28.57,14.29,14.29,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,14.29,14.29,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,28.57,0,14.29,0,0,0,0,0,0,71.43,0,0,28.57,28.57,14.29,0,0
the hurricane has been completely underwhelming,0.0,190,1,6,10.19,,,,6,50,66.67,66.67,66.67,0,0,0,0,0,0,0,0,16.67,16.67,0,0,33.33,16.67,0,0,33.33,0,0,0,0,0,0,50,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yeah I’m following a lot of shows right now, the price is right is pretty good but season 1 is better than season 2",1.0,124,1,24,37.3,1.71,89.39,99,24,4.17,95.83,58.33,41.67,4.17,4.17,4.17,0,0,0,0,0,8.33,8.33,8.33,8.33,16.67,8.33,8.33,0,20.83,8.33,8.33,4.17,0,4.17,0,41.67,0,12.5,0,0,0,4.17,0,8.33,0,8.33,8.33,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,12.5,0,20.83,0,4.17,0,4.17,0,0,8.33,0,4.17,0,0,4.17,0,0
"I tried to use GIMP but I hate it and it doesn’t work with my iCloud Drive. I’m thinking of just caving &amp; purchasing the Photoshop cc sub 😩

I think I can get away with just buying a photoshop subscription, I don’t mind Inkscape &amp; Shotcut.",0.0,243,1,46,23.51,1,85.35,20.23,23,15.22,78.26,65.22,50,19.57,15.22,15.22,0,0,0,0,4.35,6.52,4.35,0,10.87,8.7,4.35,4.35,4.35,21.74,0,0,4.35,0,4.35,0,21.74,0,13.04,4.35,2.17,2.17,0,0,2.17,0,6.52,2.17,2.17,2.17,0,2.17,0,2.17,0,2.17,2.17,2.17,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,6.52,0,0,2.17,4.35,0,0,0,0,0,0,0,0,0,0,0,0,6.52,0,0,0,0,0,0,8.7,4.35,0,2.17,2.17,0,0,0,0,2.17,8.7,0,2.17,2.17,0,0,0,21.74,4.35,2.17,0,0,6.52,8.7,2.17
I just put my debit card PIN number into the microwave... not doing well,0.0,335,1,14,18.12,1,99,98.65,7,7.14,85.71,71.43,57.14,14.29,14.29,14.29,0,0,0,0,0,14.29,7.14,0,7.14,7.14,14.29,0,7.14,14.29,0,7.14,0,0,0,0,7.14,0,7.14,0,0,0,0,0,7.14,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,7.14,14.29,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,21.43,21.43,0,0,0,0,0,0
"I love drawing feets 👹👹👹
Must draw more feet 👹✨",0.0,241,1,8,26.1,1.71,1,99,8,12.5,62.5,37.5,37.5,12.5,12.5,12.5,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,12.5,12.5,12.5,0,0,0,0,12.5,0,12.5,0,0,12.5,0,0,0,0,12.5,12.5,0,12.5,12.5,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5
"Got locked out of Twitter for saying it’s embarrassing to be an arsenal fan. That’s not okay, but people can be abusive and racist and nothing?!? Okay! 🤣🙄",1.0,12,1,27,23.88,2.75,2.63,1,6.75,18.52,85.19,74.07,55.56,7.41,0,0,0,0,0,0,7.41,7.41,3.7,0,14.81,18.52,0,11.11,7.41,25.93,11.11,0,3.7,0,0,3.7,22.22,3.7,11.11,0,0,3.7,0,0,7.41,0,11.11,0,11.11,3.7,0,3.7,0,0,0,0,14.81,11.11,0,0,0,3.7,3.7,3.7,0,0,0,0,3.7,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,14.81,3.7,0,0,3.7,0,0,0,0,0,11.11,0,7.41,0,7.41,0,0,29.63,3.7,3.7,7.41,7.41,7.41,0,7.41
People are always like “I don’t remember what life was like before covid” but for me it’s more like “idk what life was like before TikTok”,0.0,326,1,26,4.85,1,98.89,,26,3.85,100,84.62,76.92,23.08,11.54,11.54,0,0,0,0,11.54,3.85,0,0,26.92,19.23,3.85,11.54,7.69,23.08,3.85,3.85,0,0,0,0,38.46,3.85,7.69,3.85,0,0,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,11.54,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.92,0,0,0,0,0,0,0,11.54,11.54,11.54,0,7.69,7.69,0,0,3.85,23.08,0,0,0,0,7.69,15.38,0
"“If I could have changed anything about my childhood I would have never watched spongebob”

-no one",1.0,56,1,17,1,1,83.69,,17,29.41,94.12,82.35,70.59,29.41,17.65,17.65,0,0,0,0,11.76,5.88,0,0,5.88,23.53,11.76,5.88,11.76,35.29,0,0,0,0,0,0,47.06,17.65,29.41,0,5.88,11.76,11.76,0,5.88,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,11.76,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,5.88,5.88,0,0,5.88,0,0,11.76,11.76,0,0,0,0,0,0,0,17.65,0,0,0,0,0,17.65,0
Me taking my time and turning in my assignment last minute so my awful professor has no chance of getting ahead on grading: https://t.co/WUWqgbEfvP,0.0,270,1,24,16.96,1,99,1,24,20.83,95.83,66.67,50,16.67,16.67,16.67,0,0,0,0,0,12.5,0,0,12.5,4.17,8.33,8.33,4.17,12.5,4.17,4.17,8.33,0,8.33,0,25,0,8.33,0,0,0,0,8.33,0,0,4.17,0,4.17,4.17,0,4.17,0,0,0,0,4.17,0,0,0,0,0,0,4.17,0,0,0,0,4.17,0,0,4.17,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,4.17,16.67,0,4.17,12.5,0,0,0,12.5,0,4.17,0,0,0,0,0,0,4.17,0,0,0,0,0,4.17,0
Stop gatekeeping retirement living communities. I am mentally and spiritually ready to move in.,1.0,117,1,14,56.86,40.06,99,,7,35.71,100,57.14,42.86,7.14,7.14,7.14,0,0,0,0,0,0,0,0,14.29,7.14,7.14,7.14,0,21.43,0,0,14.29,7.14,0,7.14,21.43,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,14.29,0,0,7.14,0,7.14,14.29,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,21.43,0,7.14,14.29,0,0,0,7.14,0,7.14,14.29,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0
why is the weather having a mid life crisis,1.0,72,1,9,66.04,,10.18,1,9,11.11,88.89,66.67,55.56,0,0,0,0,0,0,0,0,22.22,22.22,0,0,22.22,11.11,0,0,22.22,11.11,0,0,0,0,0,22.22,0,11.11,0,11.11,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,11.11,11.11,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
need a new pfp pls send suggestions,0.0,261,1,7,99,,1,99,7,14.29,85.71,57.14,14.29,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,28.57,14.29,0,0,0,0,0,28.57,0,14.29,0,0,14.29,0,0,0,0,28.57,28.57,0,0,0,0,0,0,0,0,28.57,28.57,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,14.29,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0
a level tudor history can do one,1.0,29,1,7,56.86,,24.32,,7,14.29,85.71,57.14,57.14,0,0,0,0,0,0,0,0,28.57,14.29,14.29,0,28.57,0,0,0,28.57,0,14.29,0,0,0,0,28.57,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"apparently it's the biggest ask on the planet to find decently priced sandals with an enclosed toe. PLEASE, INTERNET. I just want to have vaguely summery shoes that don't involve me having my toes out to the world at all times lmfaoo",1.0,116,1,42,70.33,1,72.58,57.46,14,21.43,90.48,71.43,59.52,14.29,9.52,9.52,0,0,0,0,4.76,16.67,9.52,0,16.67,9.52,9.52,0,2.38,16.67,2.38,7.14,0,0,0,0,23.81,2.38,9.52,2.38,0,2.38,4.76,0,0,0,2.38,2.38,0,0,0,0,0,0,0,2.38,7.14,7.14,2.38,2.38,0,2.38,2.38,0,0,0,0,0,2.38,0,0,2.38,2.38,0,0,0,2.38,0,4.76,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,9.52,11.9,0,0,7.14,2.38,0,0,4.76,0,4.76,0,2.38,2.38,0,0,0,11.9,4.76,2.38,0,0,4.76,0,0
"@IAmGryphoneer i don't like to rag on people's art styles cuz w/e but this is sincerely so fucking ugly",0.0,302,1,19,2.68,1,8.42,20.23,19,21.05,84.21,68.42,63.16,15.79,5.26,5.26,0,0,0,0,10.53,5.26,0,0,15.79,10.53,10.53,15.79,5.26,10.53,5.26,0,0,0,0,0,21.05,0,10.53,0,5.26,0,0,0,5.26,0,15.79,5.26,5.26,0,0,0,0,0,0,5.26,10.53,5.26,0,5.26,0,0,0,5.26,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0,0,0,10.53,0,10.53,10.53,0,0,0,21.05,0,0,0,0,10.53,10.53,0
Finding out my internship keeps Coke products stocked in every kitchen on every floor nearly made me cry,0.0,262,1,18,89.52,2.75,99,20.23,18,27.78,100,66.67,44.44,11.11,11.11,11.11,0,0,0,0,0,16.67,0,0,16.67,0,5.56,0,0,22.22,0,11.11,5.56,0,0,5.56,38.89,11.11,16.67,5.56,5.56,0,5.56,0,0,0,11.11,5.56,5.56,5.56,0,5.56,0,0,5.56,0,5.56,5.56,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,16.67,0,5.56,11.11,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,5.56,22.22,0,0,22.22,0,0,0,0,11.11,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I'm sorry but I'll never understand people complaining about free DLC. Sure it could have been included in the base game, but I'm still getting the content and for free so who cares",0.0,290,1,33,1.5,1.92,71.27,96.12,16.5,15.15,90.91,81.82,57.58,15.15,12.12,9.09,0,0,0,0,3.03,6.06,6.06,0,9.09,18.18,12.12,12.12,3.03,30.3,12.12,0,0,0,0,0,33.33,3.03,12.12,3.03,0,3.03,0,0,6.06,0,12.12,9.09,3.03,3.03,0,3.03,0,0,0,0,15.15,9.09,6.06,0,3.03,0,3.03,6.06,0,0,0,0,0,0,0,0,3.03,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,18.18,3.03,0,0,3.03,0,0,0,3.03,6.06,9.09,3.03,0,0,0,0,0,15.15,3.03,3.03,0,0,9.09,0,0
"back in the office. Everybody asks me, ""Happy to be back?"" I chuckle and reply, ""No. I'd much rather be surrounded by tourists than idiots.""",0.0,283,1,25,28.63,1,96.32,99,6.25,16,96,68,60,16,12,12,0,0,0,0,4,12,4,0,16,12,4,8,4,16,8,4,0,0,0,0,24,8,12,0,0,4,4,0,4,0,12,8,0,8,8,0,0,0,0,4,12,8,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,44,12,8,4,0,4,16,0
"July 1st. Half way point of the year. Well I think we can all agree that 2020 has gone swimmingly so far. 
Can’t wait for part 2. 
#murderhornets",1.0,11,1,28,26.1,9.23,99,20.23,5.6,7.14,96.43,75,46.43,10.71,7.14,3.57,3.57,0,0,0,3.57,14.29,3.57,10.71,7.14,10.71,7.14,3.57,3.57,21.43,10.71,17.86,3.57,3.57,0,0,28.57,3.57,14.29,3.57,0,7.14,0,0,7.14,0,7.14,3.57,3.57,0,0,0,0,0,0,0,10.71,7.14,0,0,3.57,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,3.57,14.29,0,7.14,7.14,0,0,0,10.71,3.57,10.71,0,3.57,0,3.57,0,0,21.43,14.29,0,0,0,3.57,3.57,0
Petition to call erections social dickstanding,1.0,145,1,6,99,,,,6,50,66.67,33.33,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I absolutely love it when its pouring down with rain on a Monday morning and I forget my umbrella!,1.0,158,1,19,22.98,1,99,92.27,19,21.05,84.21,68.42,63.16,26.32,15.79,15.79,0,0,0,0,10.53,15.79,5.26,0,15.79,0,10.53,10.53,0,5.26,0,0,0,0,0,0,26.32,0,10.53,0,0,0,0,5.26,0,5.26,5.26,5.26,0,5.26,5.26,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,5.26,0,0,0,15.79,0,5.26,0,5.26,0,5.26,0,0,5.26,0,0,0,5.26,0,0,0
"On a scale from 1 to 10 how deeply was your childhood influenced by the Hannah Montana 2: Meet Miley Cyrus double album?

This is for research purposes.",1.0,63,1,28,96.35,79.51,2.36,75.77,14,17.86,78.57,53.57,42.86,7.14,3.57,0,0,3.57,0,0,3.57,14.29,7.14,10.71,17.86,7.14,3.57,0,0,10.71,3.57,3.57,3.57,0,0,3.57,25,0,14.29,3.57,10.71,0,0,0,0,0,3.57,3.57,0,0,0,0,0,0,0,0,10.71,7.14,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,3.57,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,3.57,0,0,0,0,0,0,0,3.57,3.57,3.57,0,0,0,0,0,0,10.71,3.57,0,3.57,0,0,3.57,0
keep the mics on pitchers always,0.0,238,1,6,99,,39.59,99,6,16.67,66.67,66.67,50,0,0,0,0,0,0,0,0,16.67,16.67,0,16.67,0,16.67,0,0,16.67,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quackity stream is making me so genuinely happy rn,0.0,260,1,9,1,2.75,10.18,99,9,22.22,77.78,77.78,55.56,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,11.11,33.33,11.11,0,22.22,11.11,0,0,0,0,0,33.33,0,22.22,0,11.11,0,0,11.11,0,0,11.11,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0
The only thing I got from college is a caffeine addiction,1.0,0,1,11,89.52,5.27,5.07,,11,27.27,100,63.64,54.55,18.18,9.09,9.09,0,0,0,0,9.09,18.18,18.18,0,9.09,9.09,0,0,0,18.18,0,0,0,0,0,0,27.27,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,18.18,9.09,0,0,9.09,9.09,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"love island is ending, law school is starting again…summer is really over",1.0,113,1,13,14.06,,99,99,13,7.69,92.31,53.85,46.15,0,0,0,0,0,0,0,0,0,0,0,7.69,23.08,15.38,0,0,30.77,0,0,7.69,0,0,7.69,61.54,0,7.69,0,0,0,0,7.69,0,0,7.69,7.69,0,7.69,7.69,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,7.69,0,0,0,30.77,0,23.08,0,0,0,0,0,0,30.77,23.08,7.69,0,0,0,0,0
Just getting some WD40 on my letter box to help the poor postman with his delivery today #valentinesday2021 #WD40,1.0,39,1,19,95.09,70.59,1,92.27,19,21.05,84.21,52.63,42.11,10.53,10.53,5.26,0,0,5.26,0,0,21.05,5.26,15.79,15.79,0,5.26,0,0,5.26,5.26,5.26,15.79,10.53,0,5.26,5.26,0,0,0,0,0,0,0,0,0,15.79,10.53,5.26,0,0,0,0,0,0,0,15.79,5.26,5.26,0,0,0,0,10.53,0,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,5.26,0,5.26,0,0,0,0,0,0,10.53,0,0,0,0,0,10.53,0
"@GoHerping Huh. I'm realizing now that I have never been that far away from ALL humans. I'm surrounded by inhabited places, plus I've really only visited popular cities (did go to a cabin in the woods once, but that was with family). Interesting concept to think about.",0.0,346,1,47,24.81,6.28,99,53.17,11.75,17.02,91.49,78.72,61.7,14.89,8.51,8.51,0,0,0,0,6.38,14.89,4.26,2.13,19.15,14.89,12.77,4.26,2.13,23.4,8.51,6.38,2.13,2.13,0,0,34.04,4.26,10.64,6.38,0,0,0,2.13,2.13,0,2.13,2.13,0,0,0,0,0,0,0,0,10.64,2.13,0,0,0,0,0,4.26,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,8.51,14.89,0,2.13,14.89,0,0,0,6.38,10.64,6.38,0,2.13,2.13,0,2.13,0,25.53,8.51,4.26,0,0,6.38,6.38,0
"It's been a bit since I've had a musical obsession on this level, but has anyone seen/heard Six?",0.0,275,1,19,6.22,14.81,93.14,,19,10.53,100,84.21,68.42,21.05,5.26,5.26,0,0,0,0,15.79,21.05,10.53,5.26,10.53,26.32,0,10.53,0,36.84,0,10.53,0,0,0,0,47.37,0,21.05,5.26,5.26,0,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.32,5.26,0,5.26,5.26,10.53,0,5.26,26.32,10.53,0,0,0,0,0,0,26.32,0,5.26,5.26,0,10.53,5.26,0
"Sorry for the overshare but life’s been miserable of late and I need a place to vent so buckle up cowboys, cowgirls, and cowpeople. I present to you: the last three weeks of my life.",0.0,288,1,35,85.07,40.06,80.49,1.98,17.5,17.14,82.86,68.57,54.29,11.43,11.43,8.57,0,2.86,0,0,0,14.29,8.57,2.86,17.14,2.86,2.86,11.43,0,5.71,5.71,5.71,0,0,0,0,17.14,0,5.71,0,0,2.86,0,0,2.86,0,2.86,0,2.86,2.86,0,2.86,0,0,0,0,14.29,2.86,2.86,0,0,0,0,8.57,0,0,2.86,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,8.57,5.71,0,0,5.71,0,0,0,8.57,2.86,0,0,0,0,0,0,0,17.14,5.71,5.71,0,0,2.86,2.86,0
"Just watched the Murray game and BBC commentary after. Isn't ""Andrew Castle"" cockney rhyming slang for something? Should be.",0.0,314,1,19,22.98,3.34,1,,6.33,26.32,57.89,52.63,47.37,5.26,0,0,0,0,0,0,5.26,5.26,5.26,0,10.53,15.79,5.26,10.53,5.26,21.05,0,0,0,0,0,0,15.79,0,15.79,0,0,5.26,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,5.26,0,0,5.26,5.26,5.26,0,0,0,0,0,0,31.58,10.53,0,5.26,0,5.26,10.53,0
Why are the side effects of antidepressants so ✨scary✨,1.0,109,1,9,33.38,,77.17,1,9,22.22,100,66.67,55.56,0,0,0,0,0,0,0,0,11.11,11.11,0,11.11,11.11,22.22,11.11,0,11.11,11.11,0,0,0,0,0,33.33,0,22.22,11.11,22.22,0,0,0,0,0,11.11,0,11.11,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22
"#didyouknow Mosquitoes are attracted to the colour blue twice as much as to any other colour.",0.0,208,1,16,95.8,11.66,1.63,,16,18.75,87.5,75,62.5,0,0,0,0,0,0,0,0,31.25,6.25,6.25,25,6.25,6.25,12.5,0,12.5,18.75,12.5,0,0,0,0,18.75,0,12.5,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6.25,0,0,18.75,0,0,0,6.25,6.25,0,0,0,0,0,0,12.5,6.25,0,0,0,0,6.25,0
I miss frenemies so much,0.0,320,1,5,1,40.06,63.35,,5,20,100,80,60,20,20,20,0,0,0,0,0,20,0,0,0,0,20,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0
